Product Name,Specifications
Antec  NeoECO 750W 80PLUS GOLD 풀모듈러,"ATX 파워, 정격출력:750W, 80 PLUS 골드, +12V 가용률:99%, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, FDD:1개, [부가기능], 팬리스모드, 수동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블, 24년 2월부로 12VHPWR 케이블 추가 제공"
SuperFlower  SF-750F14HG LEADEX III GOLD,"ATX 파워, 정격출력:750W, 80 PLUS 골드, ETA인증:A, LAMBDA인증:A-, +12V 싱글레일, 액티브PFC, 130mm 팬, 깊이:160mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트, 플랫케이블"
AONE  시그니처 850W 80PLUS BRONZE 풀모듈러 ATX 3.1 (PCIE5.1),"ATX 파워, 정격출력:850W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):98%, 140mm 팬, 깊이:160mm, 무상 7년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 16핀(12+4):12V2x6 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:6개, FDD:1개, [부가기능], 플랫케이블"
SuperFlower  SF-750F14HG LEADEX III GOLD WHITE,"ATX 파워, 정격출력:750W, 80 PLUS 골드, ETA인증:A, LAMBDA인증:A-, +12V 싱글레일, 액티브PFC, 130mm 팬, 깊이:160mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, [부가기능], 팬리스모드, 자동 팬 조절, 수동 팬 조절, 프리볼트, 플랫케이블"
MSI MAG A650BN 80PLUS BRONZE,"ATX 파워, 정격출력:650W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:99%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:2개, FDD:1개, [부가기능], 프리볼트"
MSI MAG A850GL 화이트 80PLUS 골드 풀 모듈러 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:850W, 80 PLUS 골드, ETA인증:PLATINUM, LAMBDA인증:STANDARD+, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 7년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12V2x6 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, FDD:1개, 프리볼트, 플랫케이블"
잘만  GigaMax III 750W 80Plus Bronze 모듈러 ATX3.0 (PCIE5),"ATX 파워, 정격출력:750W, 80 PLUS 브론즈, ETA인증:SILVER, LAMBDA인증:STANDARD++, +12V 싱글레일, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 7년, [커넥터], 세미모듈러, 메인전원:24핀, 보조전원:8+4+4핀 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:6개, IDE 4핀:3개, [부가기능], 대기전력 1W 미만, 플랫케이블"
시소닉  PRIME TITANIUM TX-1300 Full Modular ATX 3.0,"ATX 파워, 정격출력:1300W, 80 PLUS 티타늄, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 135mm 팬, 깊이:210mm, 무상 12년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 3개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):6개, SATA:16개, SATA3.3:2개, IDE 4핀:3개, [부가기능], 팬리스모드, 자동 팬 조절, 수동 팬 조절, 프리볼트"
마이크로닉스 WIZMAX 850W 80PLUS GOLD ATX3.0 (PCIE5),"ATX 파워, 정격출력:850W, 80 PLUS 골드, 전압변동:±0.9%, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 7년, [커넥터], 메인전원:24핀(20+4), 보조전원:8+4+4핀 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):2개, SATA:8개, IDE 4핀:4개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
마이크로닉스  SG-400D12S 벌크,"ATX 파워, 정격출력:400W, 80 PLUS 스탠다드, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:150mm, 무상 2년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 6핀:1개, SATA:5개, IDE 4핀:1개, [부가기능], 대기전력 1W 미만"
앱코 SUITMASTER AWESOME 500W 80PLUS Silver 230V EU,"ATX 파워, 정격출력:500W, 80 PLUS 실버, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 7년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:6개, IDE 4핀:3개, FDD:1개, [부가기능], 대기전력 1W 미만, 플랫케이블, 합선보호(FUSE)"
SuperFlower  SF-850F14XP LEADEX VII PRO PLATINUM BLACK ATX 3.1 (PCIE5),"ATX 파워, 정격출력:850W, 80 PLUS 플레티넘, ETA인증:PLATINUM, LAMBDA인증:A, 140mm, 깊이:150mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12V2x6 1개, PCIe 8핀(6+2):3개, SATA:12개, IDE 4핀:4개, [부가기능], 팬리스모드, 프리볼트, 24년 3월 ATX 3.0 → ATX 3.1 인증추가로 변경 / PCIe 16핀(12+4) 12VHPWR → 12V2x6로 변경"
시소닉  A12 STANDARD 230V EU SSR-700RA LLC,"ATX 파워, 정격출력:700W, 80 PLUS 스탠다드, 전압변동:±1.1%, +12V 싱글레일, +12V 가용률:92%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀, 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):4개, SATA:6개, IDE 4핀:3개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
SuperFlower  SF-1300F14XG LEADEX VII GOLD ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1300W, 80 PLUS 골드, ETA인증:PLATINUM, LAMBDA인증:STANDARD+, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 140mm, 깊이:150mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:12개, IDE 4핀:4개, 팬리스모드, 자동 팬 조절, 프리볼트, 플랫케이블"
마이크로닉스  ASTRO GD 650W 80PLUS GOLD 풀모듈러 FDB 블랙,"ATX 파워, 정격출력:650W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 135mm 팬, 깊이:160mm, 무상 7년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8+4핀 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, FDD:1개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
DEEPCOOL  PK800D 80Plus Bronze,"ATX 파워, 정격출력:800W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
아이구주  ELPIS SP-500EL V2,"ATX 파워, 정격출력:500W, +12V 싱글레일, +12V 가용률:84%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:4개, IDE 4핀:3개, [부가기능], 대기전력 1W 미만"
마이크로닉스  Compact SFX 300W 80Plus Bronze,"M-ATX(SFX) 파워, 정격출력:300W, 80 PLUS 브론즈, +12V 싱글레일, 액티브PFC, 80mm 팬, 무상 3년, [커넥터], 케이블일체형, PCIe 8핀(6+2):1개, PCIe 6핀:1개, SATA:3개, IDE 4핀:2개, [부가기능], 대기전력 1W 미만, 프리볼트"
잘만  MegaMax 500W 80PLUS STANDARD,"ATX 파워, 정격출력:500W, 80 PLUS 스탠다드, +12V 싱글레일, +12V 가용률:90%, 액티브PFC, PF(역률):98%, 120mm 팬, 깊이:140mm, 무상 6년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8(4+4)+4핀 1개, PCIe 8핀(6+2):2개, SATA:6개, IDE 4핀:3개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
쿨러마스터  G800 GOLD,"ATX 파워, 정격출력:800W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 7년, [커넥터], 케이블일체형, 메인전원:24핀, 보조전원:8+4+4핀 1개, PCIe 8핀(6+2):4개, SATA:6개, IDE 4핀:3개, 대기전력 1W 미만"
맥스엘리트 MAXWELL KNIGHT 700W 80PLUS BRONZE,"ATX 파워, 정격출력:700W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):2개, SATA:4개, IDE 4핀:2개, [부가기능], 대기전력 1W 미만, 플랫케이블"
CORSAIR  RM850x SHIFT 80PLUS Gold ATX 3.0 WHITE,"ATX 파워, 정격출력:850W, 80 PLUS 골드, LAMBDA인증:A-, +12V 싱글레일, 140mm 팬, 깊이:160mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀 x1, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:12개, IDE 4핀:8개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트"
리안리  SP750 80PLUS GOLD BLACK,"M-ATX(SFX) 파워, 정격출력:750W, 80 PLUS 골드, ETA인증:TITANIUM, LAMBDA인증:STANDARD+, +12V 가용률:99%, 92mm 팬, 깊이:100mm, 무상 5년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), PCIe 8핀(6+2):3개, SATA:2개, IDE 4핀:1개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트"
SuperFlower  SF-1000F14PE LEADEX VI PRO PLATINUM BLACK (PCIE5),"ATX 파워, 정격출력:1000W, 80 PLUS 플레티넘, 전압변동:±0.5%, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:150mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):8개, SATA:12개, IDE 4핀:4개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트, 플랫케이블"
AONE  시그니처 850W 80PLUS BRONZE 풀모듈러 베이직 ATX 3.1,"ATX 파워, 정격출력:850W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):98%, 140mm 팬, 깊이:160mm, 무상 7년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:6개, FDD:1개, [부가기능], 플랫케이블"
잘만  TeraMax II 1000W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1000W, 80 PLUS 골드, ETA인증:PLATINUM, LAMBDA인증:A-, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:12개, IDE 4핀:3개, FDD:1개, [부가기능], 대기전력 1W 미만, 프리볼트, 플랫케이블"
MSI MEG Ai1300P 80PLUS PLATINUM 풀모듈러 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1300W, 80 PLUS 플레티넘, ETA인증:PLATINUM, LAMBDA인증:STANDARD++, +12V 싱글, 다중, +12V 가용률:100%, 액티브PFC, 120mm 팬, 깊이:160mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4) 1개, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):8개, SATA:16개, IDE 4핀:4개, FDD:1개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트"
SilverStone  HELA 2050R Platinum ATX 3.1 (PCIE5.1) 마이크로닉스,"ATX 파워, 정격출력:2050W, ETA인증:PLATINUM, LAMBDA인증:STANDARD, 액티브PFC, 135mm 팬, 깊이:180mm, 무상 7년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12V2x6 3개, PCIe 8핀(6+2):18개, SATA:12개, IDE 4핀:3개, FDD:1개, [부가기능], 팬리스모드"
마이크로닉스  Compact SFX 400W 80Plus Bronze,"M-ATX(SFX) 파워, 정격출력:400W, 80 PLUS 브론즈, +12V 싱글레일, 액티브PFC, 80mm 팬, 깊이:100mm, 무상 3년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), PCIe 8핀(6+2):1개, PCIe 6핀:1개, SATA:4개, IDE 4핀:2개, [부가기능], 대기전력 1W 미만, 프리볼트"
MSI MAG A600DN 80PLUS 스탠다드,"ATX 파워, 정격출력:600W, 80 PLUS 스탠다드, +12V 다중레일, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 3년, [커넥터], 케이블일체형, 메인전원:24핀, 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:2개, [부가기능], 프리볼트, 플랫케이블"
SuperFlower  SF-1000F14PE LEADEX VI PRO PLATINUM WHITE (PCIE 5),"ATX 파워, 정격출력:1000W, 80 PLUS 플레티넘, 전압변동:±0.5%, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:150mm, 무상 10년, 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):8개, SATA:12개, IDE 4핀:4개, 팬리스모드, 자동 팬 조절, 프리볼트, 플랫케이블"
CORSAIR  RM1200x SHIFT 80PLUS Gold ATX 3.0 WHITE,"ATX 파워, 정격출력:1200W, 80 PLUS 골드, LAMBDA인증:A-, +12V 싱글레일, +12V 가용률:100%, 140mm 팬, 깊이:180mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀 x1, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):6개, SATA:16개, IDE 4핀:8개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트"
마이크로닉스  ASTRO II PT 1000W 80PLUS PLATINUM 풀모듈러 ATX3.0 (PCIE5),"ATX 파워, 정격출력:1000W, 80 PLUS 플레티넘, 전압변동:±0.5%, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8+8핀 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:10개, IDE 4핀:4개, FDD:1개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트, 플랫케이블"
마이크로닉스 COOLMAX VISION II 700W,"ATX 파워, 정격출력:700W, 전압변동:±0.4%, +12V 싱글레일, +12V 가용률:100%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):4개, SATA:5개, IDE 4핀:3개, [부가기능], 대기전력 1W 미만"
darkFlash  SAVEMOST 700W 블랙,"ATX 파워, 정격출력:700W, +12V 싱글레일, +12V 가용률:92%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 3년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:3개, 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
CORSAIR  RM1000x SHIFT 80PLUS Gold ATX 3.0 WHITE,"ATX 파워, 정격출력:1000W, 80 PLUS 골드, LAMBDA인증:A-, +12V 싱글레일, 140mm 팬, 깊이:180mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀 x1, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:16개, IDE 4핀:8개, [부가기능], 팬리스모드, 자동 팬 조절, 프리볼트"
AONE  STORM 500LF 더블포워드 V2.3,"ATX 파워, 정격출력:500W, +12V 다중레일, 120mm 팬, 무상 3년 , 유상 2년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:4개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 23년 IDE 4핀 3개 → 4개로 변경 / DC 출력 변경 3.3V(15A→20A), 5V(14A→20V), +12V(15A,16A→38A), -12V(0.5A→0.3A), +5Vsb(2.0A→2.5A)"
잘만  MegaMax ET 600W 80PLUS STANDARD,"ATX 파워, 정격출력:600W, 80 PLUS 스탠다드, +12V 싱글레일, +12V 가용률:90%, 액티브PFC, PF(역률):98%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8+4+4핀 1개, PCIe 8핀(6+2):2개, SATA:6개, IDE 4핀:3개, FDD:1개, [부가기능], 자동 팬 조절, 대기전력 1W 미만"
Antec  NeoECO 1000W 80PLUS GOLD 풀 모듈러 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1000W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:12개, IDE 4핀:4개, [부가기능], 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
마이크로닉스  CASLON M 750W 80PLUS SILVER 모듈러 ATX 3.0,"ATX 파워, 정격출력:750W, 80 PLUS 실버, 전압변동:±0.4%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 6년, [커넥터], 세미모듈러, 메인전원:24핀(20+4), 보조전원:8+4+4핀 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):2개, SATA:6개, IDE 4핀:4개, FDD:1개, [부가기능], 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
EVGA  500 BQ 80PLUS BRONZE,"ATX 파워, 정격출력:500W, 80 PLUS 브론즈, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 3년, [커넥터], 세미모듈러, 메인전원:24핀, 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:6개, IDE 4핀:3개, FDD:1개, [부가기능], 자동 팬 조절, 프리볼트"
COX  SECURE SC-700N,"ATX 파워, 정격출력:700W, +12V 싱글레일, +12V 가용률:90%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 3년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):4개, SATA:5개, IDE 4핀:3개, [부가기능], 자동 팬 조절, 대기전력 1W 미만"
darkFlash  UPMOST 1050W 80PLUS GOLD FULL MODULAR ATX3.0 (PCIE5) 블랙,"ATX 파워, 정격출력:1050W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:12개, IDE 4핀:4개, FDD:1개, 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
시소닉  VERTEX GX-1000 GOLD Full Modular ATX 3.0,"ATX 파워, 정격출력:1000W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 135mm 팬, 깊이:160mm, 무상 12년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:16개, SATA3.3:2개, IDE 4핀:3개, [부가기능], 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 23년 11월 A/S 보증기간 무상 10년 → 12년으로 변경"
마이크로닉스 WIZMAX 1050W 80PLUS PLATINUM 풀모듈러 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1050W, 80 PLUS 플레티넘, ETA인증:TITANIUM, LAMBDA인증:STANDARD++, 전압변동:±0.4%, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:12개, IDE 4핀:4개, FDD:1개, [부가기능], 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
마이크로닉스  WIZMAX 850W 80PLUS GOLD,"ATX 파워, 정격출력:850W, 80 PLUS 골드, 전압변동:±0.7%, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 무상 7년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8+4+4핀 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, [부가기능], 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
잘만  TeraMax II 1200W 80PLUS Gold 풀모듈러 화이트 ATX 3.0 (PCIE5),"ATX 파워, 정격출력:1200W, 80 PLUS 골드, ETA인증:PLATINUM, LAMBDA인증:STANDARD+, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀, 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:12개, IDE 4핀:3개, FDD:1개, [부가기능], 대기전력 1W 미만, 프리볼트, 플랫케이블"
맥스엘리트  MAXWELL PRIMO 500W 80PLUS STANDARD 플랫,"ATX 파워, 정격출력:500W, 80 PLUS 스탠다드, +12V 싱글레일, +12V 가용률:96%, 액티브PFC, PF(역률):95%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 케이블일체형, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:4개, IDE 4핀:2개, [부가기능], 대기전력 1W 미만, 플랫케이블"
Antec  NeoECO 850W 80PLUS GOLD 풀모듈러,"ATX 파워, 정격출력:850W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):6개, SATA:10개, IDE 4핀:5개, FDD:1개, [부가기능], 팬리스모드, 자동 팬 조절, 수동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
쿨러마스터  V850 SFX GOLD ATX 3.0 (PCIE5),"M-ATX(SFX) 파워, 정격출력:850W, 80 PLUS 골드, +12V 싱글레일, 액티브PFC, 92mm 팬, 깊이:100mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀, 보조전원:8핀(4+4) 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):4개, SATA:8개, IDE 4핀:4개, [부가기능], 프리볼트"
마이크로닉스 COOLMAX P-850W 80PLUS PLATINUM ATX 3.0 (PCIE5),"ATX 파워, 정격출력:850W, 80 PLUS 플레티넘, 전압변동:±1.3%, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):2개, SATA:8개, IDE 4핀:4개, 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 플랫케이블"
darkFlash  UPMOST 1050W 80PLUS GOLD FULL MODULAR ATX3.0 (PCIE5) 화이트,"ATX 파워, 정격출력:1050W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:100%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):3개, SATA:12개, IDE 4핀:4개, FDD:1개, 팬리스모드, 자동 팬 조절, 대기전력 1W 미만, 프리볼트, 플랫케이블"
마이크로닉스 COOLMAX FOCUS II 800W ETA BRONZE PCIE5,"ATX 파워, 정격출력:800W, ETA인증:BRONZE, LAMBDA인증:STANDARD+, +12V 싱글레일, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 5년, [커넥터], 메인전원:24핀(20+4), 보조전원:8+4핀 1개, PCIe 16핀(12+4):12VHPWR 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:3개, [부가기능], 대기전력 1W 미만, 플랫케이블"
MSI MAG A500DN 80PLUS 스탠다드,"ATX 파워, 정격출력:500W, 80 PLUS 스탠다드, +12V 다중레일, 액티브PFC, 120mm 팬, 깊이:140mm, 무상 3년, [커넥터], 케이블일체형, 메인전원:24핀, 보조전원:8핀(4+4) 1개, PCIe 8핀(6+2):2개, SATA:5개, IDE 4핀:2개, [부가기능], 프리볼트, 플랫케이블"
darkFlash  UPMOST 850W 80PLUS GOLD FULL MODULAR 블랙,"ATX 파워, 정격출력:850W, 80 PLUS 골드, +12V 싱글레일, +12V 가용률:99%, 액티브PFC, PF(역률):99%, 120mm 팬, 깊이:140mm, 무상 10년, [커넥터], 풀모듈러, 메인전원:24핀(20+4), 보조전원:8핀(4+4) 2개, PCIe 8핀(6+2):3개, SATA:8개, IDE 4핀:4개, FDD:1개, 팬리스모드, 프리볼트, 플랫케이블"
